age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,label
45,Private,95157,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,9,0,40,United-States,<=50K
42,Private,76135,10th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
20,?,88065,HS-grad,9,Never-married,?,Not-in-family,White,Male,0,0,24,United-States,<=50K
25,Private,201062,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,10,1,40,United-States,<=50K
27,Private,127061,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,11,1,40,United-States,<=50K
22,Private,130136,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
26,Private,190468,11th,7,Never-married,Sales,Own-child,White,Male,10,1,40,United-States,<=50K
20,Private,116589,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,1,20,United-States,<=50K
36,Private,124111,Some-college,10,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
63,Private,154836,Masters,14,Widowed,Prof-specialty,Wife,White,Female,0,0,40,United-States,<=50K
40,Private,95176,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,2,1,50,United-States,>50K
69,Self-emp-not-inc,61159,Assoc-voc,11,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,>50K
39,Private,64192,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K
35,Private,126086,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,3,0,40,United-States,<=50K
30,Private,90017,11th,7,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
22,Private,106542,HS-grad,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
61,Private,122243,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
24,Private,142773,Bachelors,7,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K
40,Private,125616,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,16,0,40,United-States,<=50K
29,Private,119494,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1,40,United-States,<=50K
24,Private,110177,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
23,Private,177066,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
39,Private,93614,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
27,Private,76254,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,8,0,40,United-States,<=50K
42,Private,57396,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,150815,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,4,0,40,United-States,<=50K
19,Private,103808,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,1,40,United-States,<=50K
27,Private,114666,9th,5,Never-married,?,Not-in-family,White,Male,0,0,40,United-States,<=50K
33,Private,98901,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,10,0,40,United-States,<=50K
68,Private,106389,Assoc-voc,11,Widowed,Adm-clerical,Unmarried,White,Female,1,0,40,United-States,<=50K
20,Private,129060,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
32,Private,106919,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,1,0,40,United-States,>50K
43,Private,128640,Some-college,10,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,0,1,40,United-States,<=50K
28,Private,142194,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,1,40,United-States,<=50K
36,Private,132114,Some-college,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
38,Private,160281,Some-college,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,1,40,United-States,<=50K
17,Private,188826,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,1,1,40,United-States,<=50K
44,Private,92553,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,8,0,40,United-States,>50K
23,Private,86002,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,13,0,52,United-States,<=50K
31,Private,132692,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
43,Private,94886,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,14,1,40,United-States,>50K
32,Private,70165,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
22,Private,129112,HS-grad,9,Never-married,Other-service,Own-child,White,Male,6,0,40,United-States,<=50K
59,Private,122489,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,20,1,40,United-States,>50K
42,Private,112718,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,8,1,40,United-States,<=50K
21,Private,157269,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,15,1,40,United-States,<=50K
18,Private,123540,Some-college,10,Never-married,Other-service,Own-child,White,Male,17,1,25,United-States,<=50K
25,Private,133264,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,1,40,United-States,<=50K
26,Private,109122,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,12,0,40,United-States,<=50K
24,Private,80054,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,1,40,United-States,<=50K
45,Private,88468,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,8,1,40,United-States,<=50K
33,Private,162971,Assoc-voc,11,Divorced,Prof-specialty,Not-in-family,White,Male,23,0,40,United-States,<=50K
48,Private,87311,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
51,Private,76594,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,5,0,40,United-States,<=50K
27,Private,134129,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1,40,United-States,<=50K
34,?,109098,Masters,14,Widowed,?,Not-in-family,White,Female,0,0,40,United-States,<=50K
34,Private,86531,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1,40,United-States,<=50K
43,Private,147622,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,3,1,40,United-States,>50K
47,Private,137150,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,17,1,40,United-States,<=50K
43,Private,63341,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,1,51,United-States,<=50K
54,Private,155104,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,<=50K
40,Private,96812,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2,40,United-States,>50K
43,Private,114793,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
51,Private,83101,Assoc-voc,11,Married-civ-spouse,Other-service,Not-in-family,White,Male,0,1,40,United-States,<=50K
19,Private,159479,HS-grad,9,Never-married,Other-service,Own-child,White,Male,5,0,24,United-States,<=50K
39,Private,101587,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,17,0,40,United-States,<=50K
29,Private,112128,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,14,0,40,United-States,<=50K
20,Private,88291,11th,10,Never-married,?,Own-child,White,Male,7,0,27,United-States,<=50K
30,Private,69162,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
47,Private,101068,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,9,0,40,United-States,<=50K
21,Private,200779,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,<=50K
35,Private,173506,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,51,United-States,<=50K
43,Private,91429,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
39,Private,64396,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
32,Private,109471,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,4,1,40,United-States,<=50K
53,Private,87989,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,2,0,40,United-States,>50K
43,Private,105801,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
53,Private,136750,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,8148,0,40,United-States,>50K
28,Private,148978,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
36,Private,67396,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,4,0,51,United-States,>50K
39,Private,100523,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,13,0,52,United-States,>50K
23,Private,147855,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,16,United-States,<=50K
20,Private,97109,12th,8,Never-married,Handlers-cleaners,Own-child,White,Male,2,1,40,United-States,<=50K
50,Private,73615,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,3,0,40,United-States,<=50K
21,Private,127579,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
21,Private,122191,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,9,1,40,United-States,<=50K
32,Private,131870,10th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
43,Private,111472,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
32,Private,109393,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
34,Private,98151,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,8,0,40,United-States,<=50K
24,Private,109155,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,21,United-States,<=50K
42,Private,114595,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
46,Private,139027,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
29,Private,129363,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,3,1,40,United-States,<=50K
40,Private,108332,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,15,0,40,United-States,<=50K
29,Private,121283,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,1,40,United-States,<=50K
26,Private,93785,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
29,Private,129646,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
23,Private,96340,Assoc-acdm,12,Never-married,Sales,Own-child,White,Male,5,1,40,United-States,<=50K
18,?,128275,11th,7,Never-married,?,Own-child,White,Female,0,0,25,United-States,<=50K
45,Private,106625,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,51,United-States,>50K
51,Private,167775,7th-8th,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
26,Private,148275,9th,5,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
35,Private,67307,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
62,Self-emp-not-inc,104125,Assoc-voc,11,Married-civ-spouse,?,Husband,White,Male,1,0,40,United-States,>50K
24,Private,116500,Bachelors,13,Never-married,Sales,Own-child,White,Male,1,0,25,United-States,<=50K
38,Private,105455,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
27,Private,137848,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
62,Private,103708,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
40,Private,146277,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
43,Private,123353,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
30,Private,64001,Assoc-voc,11,Never-married,Sales,Not-in-family,White,Male,9,0,40,United-States,<=50K
21,Private,92949,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,7,0,20,United-States,<=50K
21,Private,111452,Assoc-acdm,12,Never-married,Sales,Own-child,White,Male,0,1,40,United-States,<=50K
35,Private,86293,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,12,1,40,United-States,<=50K
20,Private,102949,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,1,19,United-States,<=50K
43,Private,100868,Some-college,13,Divorced,Exec-managerial,Not-in-family,White,Male,5,0,40,United-States,<=50K
54,Private,104449,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,5011,0,40,United-States,>50K
36,Private,183012,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,9,0,40,United-States,>50K
33,Private,90479,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Female,19,0,40,United-States,<=50K
32,Private,111665,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,1,40,United-States,<=50K
65,Private,64903,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,1,40,United-States,>50K
22,Private,140968,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
29,Private,145793,HS-grad,9,Widowed,?,Unmarried,White,Female,0,1,40,United-States,<=50K
25,Private,78285,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,1,40,United-States,<=50K
28,Private,88476,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K
21,Private,120587,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
41,Private,138622,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
48,Private,89305,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
24,Private,119604,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
55,Private,133794,7th-8th,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
48,Private,86387,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
46,Private,91754,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,7,0,40,United-States,<=50K
24,Private,94409,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1,40,United-States,<=50K
19,Private,221116,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,24,United-States,<=50K
23,Private,82018,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
44,Private,94087,Bachelors,13,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
29,Private,141922,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
30,Private,109164,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,7,0,40,United-States,<=50K
43,Private,100386,Bachelors,13,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,2,0,40,United-States,<=50K
29,Private,91189,Some-college,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
26,Private,195350,11th,7,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
25,Private,140838,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
21,Private,128657,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,1,40,United-States,<=50K
26,Private,54613,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
31,Private,127432,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,3,1,40,United-States,<=50K
52,Private,88639,7th-8th,4,Married-civ-spouse,Other-service,Husband,White,Male,0,1,40,United-States,<=50K
42,Private,130351,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
26,Private,116756,10th,7,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K
18,Private,97681,Bachelors,13,Never-married,?,Own-child,White,Female,4,0,20,United-States,<=50K
34,Private,93269,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,53,United-States,<=50K
43,Private,165862,7th-8th,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
22,Private,96740,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
45,Private,138641,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
54,Private,95308,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,4,1,40,United-States,>50K
50,Private,144850,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,2,0,40,United-States,<=50K
46,Private,92001,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,5,0,40,United-States,>50K
32,Private,133483,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,40,United-States,<=50K
42,Private,74931,Masters,14,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,6,0,40,United-States,<=50K
38,Private,136365,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1,40,United-States,>50K
44,Private,63229,Some-college,10,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,1,40,United-States,<=50K
44,Private,181471,Assoc-acdm,9,Divorced,Adm-clerical,Not-in-family,White,Female,4,0,40,United-States,<=50K
36,Private,47784,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,5,0,40,United-States,<=50K
20,Private,101765,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,1,0,40,United-States,<=50K
26,Private,134873,HS-grad,9,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
40,Private,100810,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1,53,United-States,>50K
78,Private,120497,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Female,5,2,40,United-States,>50K
19,Private,126248,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
51,Private,122690,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,12,0,40,United-States,>50K
20,Private,173005,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,3,0,40,United-States,<=50K
48,Private,167245,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,9,0,40,United-States,<=50K
36,Private,122960,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,8,1,40,United-States,>50K
48,Private,69495,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,17,0,40,United-States,>50K
22,Private,96808,Some-college,10,Never-married,Sales,Own-child,White,Male,6,1,40,United-States,<=50K
37,Private,105039,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7820,0,40,United-States,>50K
46,Private,103505,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
65,Self-emp-not-inc,75812,7th-8th,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1,40,United-States,<=50K
44,Private,88771,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K
50,Private,101042,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
32,Private,79206,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
21,Private,67790,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,2,0,24,United-States,<=50K
38,Private,75840,Some-college,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7,1,40,United-States,<=50K
32,Private,146860,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,10,0,40,United-States,<=50K
40,Private,60409,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
19,?,89279,11th,8,Never-married,?,Own-child,White,Female,0,0,19,United-States,<=50K
24,Private,109943,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,1,40,United-States,<=50K
42,Private,134296,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,14,0,40,United-States,<=50K
39,Private,96253,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1,40,United-States,>50K
52,Private,71533,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,40,United-States,>50K
41,Private,102134,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,5,0,40,United-States,<=50K
44,Private,110344,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,17,0,40,United-States,<=50K
65,Private,105440,Prof-school,6,Married-civ-spouse,Other-service,Not-in-family,White,Female,4,0,40,United-States,<=50K
48,Private,84580,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,40,United-States,<=50K
31,Private,62861,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,8,0,50,United-States,<=50K
35,Private,76075,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,8,1,40,United-States,<=50K
33,Private,69456,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
47,Private,35094,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,4,1,52,United-States,>50K
37,Private,199118,Some-college,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
46,Private,179009,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,14,0,40,United-States,>50K
22,Private,96020,11th,7,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
24,Private,122013,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,3,0,40,United-States,<=50K
20,Private,138628,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
39,Private,83692,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
39,Private,107758,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,10,0,40,United-States,>50K
33,Private,91835,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,12,1,40,United-States,<=50K
21,Private,85353,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
41,Private,98916,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K
46,Private,96824,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,6,0,53,United-States,<=50K
49,Private,88389,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,49,United-States,>50K
42,Private,89943,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,53,United-States,>50K
