age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,label
33,Private,158035,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,22,0,40,United-States,<=50K
41,Private,126108,Some-college,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
45,Private,123988,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1,40,United-States,<=50K
25,Private,152778,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,1,0,40,United-States,<=50K
26,Private,120252,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,16,0,40,United-States,<=50K
28,Private,80377,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,1,40,United-States,<=50K
32,Private,97170,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,10,0,40,United-States,<=50K
47,Private,157097,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,8,0,40,United-States,>50K
41,Private,157931,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,16,0,40,United-States,<=50K
40,Private,160433,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
41,Private,62818,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
25,Private,111427,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,22,0,40,United-States,<=50K
33,Private,87192,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
24,Private,125239,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
31,Private,133808,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
31,Private,153983,HS-grad,9,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,35,0,40,United-States,<=50K
35,Private,143191,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
44,Private,61347,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
26,Private,79441,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,1,40,United-States,<=50K
36,Private,90475,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
42,Private,102693,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
26,Private,138060,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,21,0,40,United-States,<=50K
28,Private,136602,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,6,0,40,United-States,<=50K
27,Private,177242,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,8,0,40,United-States,<=50K
26,Private,82124,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,1,40,United-States,<=50K
46,Private,95093,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,38,0,40,United-States,<=50K
43,Private,99126,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
33,Private,181770,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
37,Private,66735,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,1,40,United-States,<=50K
28,Private,105333,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,14,0,40,United-States,<=50K
