age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
46, Private,7011, Bachelors,9, Widowed, Sales, Unmarried, White, Male,45,69,44, United-States, <=50K
44, ?,111232, 5th-6th,9, Never-married, Sales, Unmarried, White, Female,-395,50,38, United-States, <=50K
49, Private,166625, Bachelors,12, Widowed, Craft-repair, Husband, White, Female,82,35,24, Mexico, <=50K
28, Private,32369, Some-college,6, Married-civ-spouse, Transport-moving, Unmarried, White, Female,-154,19,58, United-States, >50K
49, Private,89472, Some-college,7, Divorced, Sales, Own-child, White, Female,-354,80,44, United-States, <=50K
71, Private,43797, 9th,8, Never-married, Sales, Not-in-family, White, Female,-401,-48,-11, United-States, <=50K
41, Private,-24504, 9th,3, Widowed, Exec-managerial, Husband, White, Male,-399,72,42, United-States, <=50K
33, State-gov,41072, 11th,3, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,-358,-16,36, Mexico, <=50K
40, Private,160752, Bachelors,10, Never-married, Craft-repair, Not-in-family, White, Female,-405,-16,15, United-States, <=50K
52, Private,273093, 7th-8th,12, Married-civ-spouse, Adm-clerical, Husband, White, Female,-410,1,2, United-States, <=50K
36, Private,169330, HS-grad,14, Never-married, Other-service, Unmarried, White, Female,-400,7,63, United-States, <=50K
60, Local-gov,80157, Some-college,7, Married-civ-spouse, Sales, Husband, White, Male,-533,2410,42, Mexico, >50K
56, State-gov,121074, 5th-6th,9, Never-married, Other-service, Husband, Asian-Pac-Islander, Female,-338,1124,49, United-States, <=50K
44, Federal-gov,110692, Some-college,4, Never-married, Other-service, Husband, White, Female,-199,1,33, United-States, <=50K
49, Private,89711, 11th,5, Never-married, ?, Husband, Black, Female,-48,7,37, United-States, <=50K
35, Private,107417, 10th,9, Married-civ-spouse, Sales, Husband, White, Female,-202,27,39, United-States, >50K
55, Private,141961, HS-grad,4, Married-civ-spouse, Exec-managerial, Husband, Other, Male,-344,55,46, Japan, <=50K
69, Private,77548, 10th,14, Never-married, Exec-managerial, Unmarried, White, Male,-387,-30,47, United-States, <=50K
39, Private,15425, Some-college,4, Never-married, Sales, Husband, White, Female,-217,68,60, United-States, <=50K
52, Private,200693, Some-college,9, Divorced, Machine-op-inspct, Unmarried, White, Male,-267,32,69, United-States, <=50K
76, Private,183737, Bachelors,5, Married-civ-spouse, Sales, Unmarried, Black, Male,-618,74,42, United-States, <=50K
54, ?,85048, Bachelors,11, Divorced, Craft-repair, Husband, White, Female,-241,-10,21, United-States, <=50K
51, ?,326474, Prof-school,9, Married-civ-spouse, Transport-moving, Husband, Black, Female,-152,65,40, United-States, <=50K
54, Private,102227, Some-college,6, Married-civ-spouse, Transport-moving, Own-child, White, Female,-299,43,29, United-States, <=50K
26, Private,27753, 11th,4, Never-married, Sales, Own-child, White, Female,-224,19,45, United-States, <=50K
39, Private,66993, 10th,10, Married-civ-spouse, Transport-moving, Husband, White, Male,-312,26,53, United-States, <=50K
61, Private,5291, HS-grad,3, Married-civ-spouse, Sales, Husband, White, Female,-418,64,59, United-States, <=50K
62, Private,153763, Some-college,10, Never-married, Prof-specialty, Husband, White, Male,-344,47,0, ?, <=50K
16, Private,140003, 7th-8th,12, Divorced, Sales, Husband, White, Female,-371,74,39, United-States, <=50K
45, Private,43452, Some-college,5, Married-civ-spouse, Exec-managerial, Husband, White, Female,-199,-1,24, United-States, >50K
61, Self-emp-inc,132498, 11th,7, Divorced, Farming-fishing, Not-in-family, White, Male,-245,23,42, United-States, <=50K
21, State-gov,131189, Some-college,10, Divorced, Exec-managerial, Husband, White, Female,-359,-26,35, United-States, <=50K
39, Private,19770, Masters,4, Never-married, ?, Husband, White, Female,-222,32,40, United-States, >50K
54, Private,207531, HS-grad,10, Never-married, Craft-repair, Not-in-family, White, Male,109,22,35, Canada, <=50K
39, Private,113169, HS-grad,5, Married-spouse-absent, Machine-op-inspct, Husband, White, Male,62,20,19, United-States, <=50K
46, Federal-gov,47916, Some-college,13, Never-married, Adm-clerical, Own-child, White, Male,-313,54,29, United-States, >50K
48, Self-emp-not-inc,159777, Some-college,8, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,1,70,49, United-States, <=50K
43, Private,118564, 5th-6th,10, Married-civ-spouse, ?, Own-child, White, Female,-404,-1,23, United-States, <=50K
43, Private,108400, Some-college,14, Divorced, Sales, Husband, White, Male,-345,47,40, United-States, >50K
32, State-gov,87764, Some-college,14, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,-506,7,36, United-States, <=50K
58, Private,79161, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,71,17,34, Mexico, <=50K
75, Private,58909, Masters,4, Widowed, Sales, Not-in-family, White, Male,-202,3115,42, United-States, <=50K
36, Private,87523, Assoc-acdm,8, Married-civ-spouse, ?, Unmarried, White, Female,-393,-15,39, United-States, <=50K
31, Private,-9787, 11th,13, Married-civ-spouse, Craft-repair, Unmarried, White, Female,-229,10,38, United-States, <=50K
55, Self-emp-not-inc,10723, 11th,3, Never-married, Machine-op-inspct, Husband, White, Male,-133,10,46, United-States, >50K
20, Private,48692, Bachelors,4, Widowed, Prof-specialty, Wife, White, Female,-61,82,43, United-States, <=50K
32, Private,-21954, Some-college,3, Never-married, Protective-serv, Husband, White, Male,-181,61,41, United-States, <=50K
69, Private,84167, Masters,4, Married-civ-spouse, Other-service, Unmarried, White, Male,-143,57,32, United-States, <=50K
38, Self-emp-not-inc,12105, Masters,5, Married-civ-spouse, Sales, Unmarried, White, Male,-25,58,65, United-States, <=50K
40, Private,200717, Some-college,11, Never-married, Craft-repair, Husband, White, Female,-208,-16,37, United-States, <=50K
62, Private,60151, Some-college,9, Never-married, Other-service, Own-child, White, Male,-375,50,13, United-States, <=50K
51, Private,99440, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,-32,10,19, United-States, <=50K
67, Private,189126, HS-grad,9, Never-married, Sales, Husband, White, Female,-265,24,19, United-States, <=50K
35, Private,34222, Bachelors,8, Never-married, ?, Unmarried, White, Male,-253,2450,42, United-States, >50K
45, Private,62263, Some-college,6, Divorced, Sales, Husband, White, Female,-302,73,29, United-States, <=50K
54, Private,97058, Some-college,5, Divorced, Sales, Own-child, White, Female,58,5,31, United-States, <=50K
44, Self-emp-inc,55583, Masters,7, Widowed, Sales, Husband, White, Female,-151,28,21, United-States, <=50K
52, Private,187950, Assoc-acdm,4, Never-married, Sales, Husband, White, Male,-107,1911,43, United-States, <=50K
67, Private,34910, Bachelors,7, Never-married, Craft-repair, Unmarried, White, Male,-163,42,59, United-States, <=50K
38, Private,124171, HS-grad,11, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,-364,48,43, United-States, >50K
44, ?,105182, 5th-6th,8, Divorced, Transport-moving, Husband, White, Female,25,58,32, United-States, <=50K
61, Private,167360, HS-grad,9, Never-married, ?, Husband, White, Male,-214,5,8, United-States, <=50K
36, Private,85353, Some-college,13, Divorced, Machine-op-inspct, Husband, White, Male,-193,22,42, United-States, >50K
44, State-gov,49999, Some-college,8, Married-civ-spouse, Adm-clerical, Husband, White, Female,-236,-13,43, United-States, <=50K
47, Private,229284, Some-college,8, Married-civ-spouse, Craft-repair, Husband, White, Male,-284,1682,57, United-States, <=50K
50, Private,223655, Some-college,5, Married-civ-spouse, Prof-specialty, Husband, White, Male,-522,18,44, Iran, <=50K
78, Private,100309, 11th,2, Never-married, Sales, Husband, White, Female,-228,-8,37, United-States, <=50K
45, Private,182771, Assoc-voc,14, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,59,31,9, United-States, <=50K
39, Private,118129, Masters,4, Never-married, Machine-op-inspct, Unmarried, White, Male,-151,-32,38, El-Salvador, <=50K
52, Private,30342, 9th,10, Married-civ-spouse, Sales, Own-child, Black, Male,-474,2102,66, United-States, <=50K
30, Private,114280, HS-grad,6, Never-married, Sales, Not-in-family, White, Male,-133,32,43, United-States, <=50K
73, Private,136520, 7th-8th,9, Married-civ-spouse, Sales, Husband, White, Male,-174,60,40, United-States, <=50K
59, Private,45152, HS-grad,10, Married-civ-spouse, Exec-managerial, Husband, Other, Female,-151,5,15, Germany, <=50K
29, Private,108091, Bachelors,7, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,-247,28,41, United-States, <=50K
16, Private,-1355, Some-college,8, Divorced, Craft-repair, Unmarried, White, Male,-209,-1,42, United-States, <=50K
71, State-gov,114120, Some-college,10, Married-civ-spouse, Transport-moving, Own-child, White, Male,-91,-35,7, Germany, <=50K
52, Private,49202, Some-college,3, Widowed, Craft-repair, Own-child, White, Female,91,66,29, United-States, <=50K
41, Private,54593, Some-college,4, Never-married, Adm-clerical, Own-child, White, Male,-372,13,14, United-States, <=50K
47, Private,42197, Some-college,9, Never-married, Transport-moving, Husband, White, Female,-357,-20,14, United-States, <=50K
44, Private,121447, HS-grad,9, Married-civ-spouse, Sales, Own-child, White, Female,-256,40,41, United-States, <=50K
48, Private,183109, HS-grad,9, Never-married, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Female,-596,2666,43, United-States, <=50K
70, Private,110790, Some-college,8, Never-married, Priv-house-serv, Husband, White, Male,-362,21,39, United-States, <=50K
54, State-gov,75667, Some-college,5, Never-married, ?, Other-relative, White, Female,-84,-3,22, United-States, <=50K
37, Private,192198, 11th,11, Widowed, ?, Unmarried, White, Female,-543,16,40, El-Salvador, <=50K
43, Private,171851, Masters,10, Divorced, Machine-op-inspct, Husband, White, Female,38,50,44, United-States, <=50K
47, Private,72598, 11th,6, Never-married, Protective-serv, Husband, White, Male,5,32,37, United-States, <=50K
20, Private,90052, Masters,8, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,-223,45,42, United-States, >50K
73, Federal-gov,100133, Prof-school,9, Never-married, Adm-clerical, Husband, White, Female,-278,-6,37, United-States, <=50K
43, Private,119352, Masters,5, Never-married, Adm-clerical, Husband, White, Female,-300,-19,4, United-States, <=50K
55, Private,146176, Some-college,11, Married-civ-spouse, Sales, Husband, White, Female,-345,-17,40, United-States, <=50K
52, Private,40098, HS-grad,8, Never-married, Adm-clerical, Wife, White, Male,-124,47,45, United-States, <=50K
85, Private,74930, Assoc-voc,3, Married-civ-spouse, Craft-repair, Husband, White, Male,-153,62,22, China, <=50K
57, Private,62929, Some-college,7, Married-civ-spouse, ?, Wife, White, Male,243,-9,40, United-States, <=50K
59, Private,124368, HS-grad,5, Widowed, Prof-specialty, Not-in-family, White, Male,-536,-12,42, Iran, <=50K
36, Private,25740, Assoc-acdm,5, Married-civ-spouse, Sales, Husband, White, Female,-231,-7,43, United-States, <=50K
33, Private,34605, Masters,8, Married-civ-spouse, Other-service, Not-in-family, White, Female,-308,20,62, United-States, >50K
46, Self-emp-inc,187291, 11th,8, Married-civ-spouse, ?, Unmarried, White, Male,-278,-18,42, Taiwan, <=50K
66, Private,32703, Some-college,9, Never-married, Transport-moving, Husband, White, Female,-391,-15,39, United-States, <=50K
64, Private,150124, Assoc-acdm,7, Divorced, Exec-managerial, Own-child, Black, Female,-121,-30,39, United-States, <=50K
46, Private,164461, 7th-8th,6, Married-civ-spouse, Adm-clerical, Other-relative, White, Female,-581,53,39, United-States, <=50K
37, Private,69281, HS-grad,7, Separated, Other-service, Husband, White, Female,-318,78,50, United-States, <=50K
20, Private,-9375, HS-grad,3, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,-343,1704,56, ?, <=50K
34, ?,143974, Bachelors,8, Never-married, Sales, Not-in-family, White, Female,-365,-11,10, ?, <=50K
56, Private,383898, HS-grad,10, Never-married, Prof-specialty, Husband, White, Female,-280,-18,10, United-States, <=50K
41, Private,44407, HS-grad,6, Divorced, Prof-specialty, Unmarried, White, Female,-156,25,42, United-States, >50K
36, ?,10368, Some-college,7, Never-married, Exec-managerial, Not-in-family, White, Female,-231,46,42, United-States, <=50K
31, Private,17539, Some-college,3, Married-civ-spouse, ?, Husband, White, Male,-320,36,69, Taiwan, <=50K
43, Private,95631, HS-grad,10, Married-civ-spouse, Prof-specialty, Own-child, Asian-Pac-Islander, Female,-296,-16,19, United-States, <=50K
50, Private,214256, Some-college,8, Divorced, Transport-moving, Husband, Asian-Pac-Islander, Female,-8,16,40, Mexico, >50K
46, Private,70779, 7th-8th,7, Married-civ-spouse, Other-service, Unmarried, White, Male,-210,4,38, United-States, <=50K
49, Private,122766, Some-college,11, Married-civ-spouse, Transport-moving, Own-child, White, Male,-126,59,39, United-States, >50K
34, Private,93553, Some-college,14, Married-spouse-absent, Other-service, Own-child, White, Male,-235,29,27, United-States, >50K
59, Private,113100, 11th,3, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,-414,42,28, United-States, <=50K
55, Private,312124, Some-college,7, Divorced, Other-service, Husband, White, Female,1424,-22,15, United-States, <=50K
32, Private,83314, Masters,6, Divorced, Adm-clerical, Unmarried, Black, Female,-246,40,39, United-States, >50K
35, Private,278033, Prof-school,8, Widowed, Other-service, Own-child, White, Female,-100,72,13, United-States, <=50K
68, Private,11620, HS-grad,5, Married-civ-spouse, Other-service, Own-child, White, Female,-427,33,45, United-States, <=50K
54, Local-gov,100113, Some-college,7, Married-civ-spouse, Other-service, Own-child, White, Female,95,36,34, United-States, <=50K
37, Private,132901, Some-college,9, Divorced, Transport-moving, Husband, White, Female,-332,30,34, United-States, >50K
61, Private,90264, Some-college,6, Divorced, ?, Own-child, White, Female,-208,18,40, Yugoslavia, <=50K
72, State-gov,87391, Masters,5, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female,-64,2,59, United-States, <=50K
35, Private,104596, Some-college,5, Never-married, Sales, Own-child, White, Female,-227,-18,41, United-States, <=50K
36, Private,6211, Assoc-voc,9, Married-civ-spouse, Protective-serv, Unmarried, Asian-Pac-Islander, Male,40,47,40, United-States, <=50K
43, Private,-3613, Some-college,8, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,-375,3,29, United-States, <=50K
49, Private,17809, Some-college,5, Widowed, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,-296,0,43, United-States, <=50K
22, Private,630, Assoc-voc,9, Divorced, Farming-fishing, Own-child, White, Female,-309,-3,42, United-States, <=50K
47, Private,65755, Bachelors,10, Never-married, Sales, Not-in-family, White, Female,-310,65,27, United-States, <=50K
53, Private,340806, Bachelors,7, Married-civ-spouse, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Male,-385,-28,43, United-States, <=50K
44, Private,130438, 11th,11, Divorced, Tech-support, Husband, White, Female,-319,10,39, Mexico, >50K
45, Private,124844, HS-grad,9, Never-married, Exec-managerial, Husband, White, Male,-276,38,42, United-States, >50K
67, Private,221205, Some-college,6, Married-civ-spouse, Sales, Husband, White, Male,-275,16,36, ?, <=50K
76, Private,125988, Assoc-acdm,9, Married-civ-spouse, ?, Not-in-family, Black, Female,-233,-1,29, United-States, <=50K
36, Private,311344, Some-college,6, Never-married, Adm-clerical, Husband, White, Male,-958,-34,38, United-States, <=50K
35, Private,65644, Some-college,14, Widowed, ?, Not-in-family, White, Female,-452,-6,54, Germany, <=50K
57, Private,-31120, Assoc-voc,8, Married-civ-spouse, Protective-serv, Husband, White, Male,-197,26,21, Yugoslavia, >50K
37, Private,54438, Some-college,5, Widowed, Farming-fishing, Not-in-family, White, Male,4,71,31, United-States, <=50K
52, ?,121735, Masters,5, Married-civ-spouse, Adm-clerical, Own-child, White, Male,-207,-6,39, United-States, <=50K
52, Private,152740, HS-grad,4, Married-civ-spouse, Tech-support, Husband, White, Male,-515,4,61, United-States, >50K
39, ?,-15000, Some-college,4, Never-married, Sales, Husband, Asian-Pac-Islander, Male,-246,3,45, United-States, <=50K
30, Private,160148, Some-college,3, Never-married, Protective-serv, Unmarried, Black, Male,-334,-6,13, China, <=50K
55, Private,35480, Masters,5, Married-civ-spouse, Sales, Husband, White, Male,-249,75,43, United-States, <=50K
45, Local-gov,13587, Prof-school,8, Married-civ-spouse, Adm-clerical, Husband, White, Female,73,53,43, United-States, <=50K
60, Private,115997, 5th-6th,13, Never-married, Sales, Unmarried, White, Female,3589,10,8, United-States, <=50K
61, Private,20833, HS-grad,4, Married-civ-spouse, Craft-repair, Husband, White, Male,-60,65,43, United-States, <=50K
44, State-gov,73253, Masters,10, Married-civ-spouse, ?, Other-relative, White, Female,-326,18,-4, United-States, <=50K
63, Private,158958, HS-grad,11, Married-civ-spouse, Priv-house-serv, Husband, White, Male,-505,6,39, Haiti, <=50K
47, Private,83314, HS-grad,9, Never-married, Other-service, Husband, White, Female,-167,-8,-8, ?, <=50K
63, Private,7771, HS-grad,7, Never-married, Craft-repair, Own-child, White, Male,-514,8,41, China, <=50K
73, Private,115558, HS-grad,6, Never-married, ?, Husband, White, Female,-106,1374,28, United-States, <=50K
57, Private,213517, 5th-6th,9, Married-civ-spouse, Craft-repair, Own-child, White, Male,127,57,47, Mexico, <=50K
33, Private,118436, Bachelors,7, Divorced, Sales, Husband, White, Female,28,2912,21, United-States, <=50K
44, Private,116914, Some-college,14, Divorced, Machine-op-inspct, Not-in-family, White, Male,103,45,23, United-States, <=50K
40, Private,137289, HS-grad,14, Widowed, Craft-repair, Wife, White, Female,-439,-12,18, United-States, >50K
74, Private,203621, Some-college,9, Divorced, Other-service, Husband, White, Male,-55,37,10, United-States, <=50K
22, State-gov,131840, HS-grad,10, Never-married, ?, Wife, White, Female,-309,7,40, United-States, <=50K
47, Private,40777, 7th-8th,5, Divorced, Transport-moving, Own-child, White, Male,-423,53,46, United-States, <=50K
49, Private,154281, Bachelors,5, Never-married, Other-service, Husband, Black, Male,-590,3409,34, United-States, <=50K
69, Private,154008, HS-grad,11, Married-civ-spouse, Exec-managerial, Own-child, White, Female,-392,-23,-4, United-States, <=50K
60, Private,446242, Bachelors,4, Married-civ-spouse, Sales, Wife, White, Male,-97,23,32, United-States, <=50K
66, Private,115248, Bachelors,9, Married-civ-spouse, Sales, Not-in-family, White, Male,-337,2710,25, United-States, <=50K
74, Private,81177, Some-college,5, Married-AF-spouse, Priv-house-serv, Husband, White, Female,-286,33,42, United-States, <=50K
40, Private,24459, Some-college,5, Separated, Exec-managerial, Unmarried, White, Female,-237,75,34, United-States, <=50K
48, Private,208445, Some-college,8, Divorced, Exec-managerial, Own-child, White, Female,7711,16,2, Mexico, <=50K
50, Private,115691, Some-college,8, Married-civ-spouse, Craft-repair, Husband, White, Female,-136,-20,40, United-States, <=50K
52, Private,112750, Some-college,7, Married-civ-spouse, Craft-repair, Husband, White, Male,-311,1811,39, United-States, <=50K
60, Private,41094, HS-grad,8, Never-married, Transport-moving, Not-in-family, Black, Female,-427,77,40, United-States, <=50K
73, Local-gov,83447, HS-grad,5, Married-civ-spouse, ?, Husband, White, Female,-238,33,40, United-States, <=50K
55, Private,116142, Bachelors,7, Married-civ-spouse, Other-service, Own-child, White, Female,-408,-5,57, United-States, <=50K
36, Private,545581, Some-college,12, Married-civ-spouse, ?, Husband, Other, Female,-476,33,16, United-States, <=50K
49, Private,56849, Some-college,6, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,-209,-3,38, United-States, >50K
47, Private,102479, 5th-6th,4, Widowed, Transport-moving, Not-in-family, White, Male,-233,58,42, United-States, <=50K
15, Private,99152, HS-grad,9, Divorced, ?, Own-child, White, Female,-221,53,41, El-Salvador, >50K
48, Private,156564, 11th,13, Never-married, Other-service, Unmarried, White, Female,-103,18,42, El-Salvador, <=50K
53, Local-gov,-4702, 12th,3, Married-civ-spouse, Adm-clerical, Husband, White, Male,94,3303,45, United-States, <=50K
86, Local-gov,100985, Assoc-acdm,13, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,-82,47,45, United-States, <=50K
68, Private,215415, Some-college,9, Never-married, Prof-specialty, Wife, Black, Female,-272,23,39, United-States, <=50K
46, Private,145704, Assoc-acdm,7, Married-AF-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,-453,-20,39, United-States, <=50K
49, Private,156596, Masters,11, Never-married, Machine-op-inspct, Husband, White, Female,-121,2,59, Portugal, <=50K
64, Private,19786, Masters,9, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,-260,16,38, United-States, <=50K
36, Private,235912, Some-college,6, Married-civ-spouse, Other-service, Husband, White, Female,-161,11,58, Germany, <=50K
32, Private,210380, Some-college,17, Widowed, Prof-specialty, Own-child, White, Female,-26,42,1, United-States, <=50K
54, Private,44250, Bachelors,8, Married-civ-spouse, Farming-fishing, Unmarried, Asian-Pac-Islander, Female,-171,15,42, United-States, <=50K
28, Private,124680, 11th,6, Widowed, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,-171,69,30, United-States, <=50K
69, Private,68607, Some-college,4, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,-134,52,20, United-States, <=50K
55, Private,-18157, HS-grad,3, Widowed, Machine-op-inspct, Own-child, White, Male,-55,3329,70, United-States, <=50K
33, State-gov,97379, Some-college,15, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Female,-351,27,43, United-States, >50K
46, Private,-10523, Assoc-voc,9, Married-civ-spouse, Exec-managerial, Own-child, White, Female,-485,56,70, United-States, <=50K
57, Private,85824, 11th,9, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,-82,14,39, United-States, <=50K
