age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,label
29,Private,168304,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
22,Private,178214,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
40,Private,74426,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
31,Private,176719,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,22,0,40,United-States,<=50K
44,Private,99903,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
38,Private,201258,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4,0,40,United-States,<=50K
43,Private,101886,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
44,Private,108254,Some-college,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,9,0,40,United-States,<=50K
31,Private,93517,Some-college,10,Married-civ-spouse,Sales,Not-in-family,White,Male,0,1,40,United-States,<=50K
45,Private,197172,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
34,Private,184370,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
44,Private,114759,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,6,0,40,United-States,<=50K
32,Private,167205,Some-college,9,Never-married,Sales,Not-in-family,White,Male,14,0,40,United-States,<=50K
29,Private,212771,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,40,United-States,<=50K
28,Private,160160,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
28,Private,193928,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
41,Private,63592,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,31,0,40,United-States,<=50K
48,Private,97487,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,2,0,40,United-States,<=50K
39,Private,76085,HS-grad,9,Married-civ-spouse,Sales,Not-in-family,White,Male,14,0,40,United-States,<=50K
27,Private,102503,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,17,0,40,United-States,<=50K
28,Private,120923,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
21,Private,80820,Some-college,10,Never-married,Other-service,Own-child,White,Female,9,0,40,United-States,<=50K
29,Private,172900,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
22,Private,102541,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,5,0,40,United-States,<=50K
33,Private,170638,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,1,40,United-States,<=50K
39,Private,119063,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,1,40,United-States,<=50K
50,Private,82416,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,1,0,40,United-States,<=50K
46,Private,106450,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,15,0,40,United-States,<=50K
31,Private,131479,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,1,40,United-States,<=50K
30,Private,198333,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
34,Private,201032,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
25,Private,166124,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,4,0,40,United-States,<=50K
25,Private,101531,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,51,0,40,United-States,<=50K
40,Private,124625,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,36,0,40,United-States,>50K
39,Private,87395,Bachelors,13,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
30,Private,114525,Some-college,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,10,0,40,United-States,<=50K
18,Private,184320,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
38,Private,158441,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,45,0,40,United-States,<=50K
40,Private,87727,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
28,Private,114136,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
45,Private,80758,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,6,0,40,United-States,<=50K
46,Private,131606,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,17,0,40,United-States,<=50K
40,Private,87172,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1,40,United-States,<=50K
28,Private,171773,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,1,40,United-States,<=50K
18,Private,195688,Some-college,10,Never-married,Other-service,Own-child,White,Female,5,0,40,United-States,<=50K
23,Private,195214,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
33,Private,185611,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
44,Private,193040,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,17,0,40,United-States,<=50K
42,Private,106118,Bachelors,13,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,20,1,40,United-States,<=50K
29,Private,175159,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
31,Private,162587,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,14,1,40,United-States,<=50K
35,Private,177733,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
24,Private,132477,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
30,Private,191125,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1,40,United-States,<=50K
27,Private,171925,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,27,0,40,United-States,<=50K
28,Private,249617,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,5,0,40,United-States,<=50K
45,Private,104122,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
32,Private,99201,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
49,Private,98891,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
33,Private,176809,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3,0,40,United-States,<=50K
24,Private,166107,Some-college,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
28,Private,181550,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,1,40,United-States,<=50K
32,Private,179469,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,36,0,40,United-States,<=50K
32,Private,108965,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,2,1,40,United-States,<=50K
30,Private,116392,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
48,Private,88939,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,39,0,40,United-States,>50K
30,Private,191339,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,10,0,40,United-States,<=50K
21,Private,69490,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
39,Private,150014,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
20,Private,113497,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
27,Private,192512,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,1,40,United-States,<=50K
22,Private,180039,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
38,Private,192462,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,20,0,40,United-States,<=50K
36,Private,151657,HS-grad,9,Married-civ-spouse,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
29,Private,141287,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,3,0,40,United-States,<=50K
20,Private,92394,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
22,Private,154052,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
17,Private,105166,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,28,0,40,United-States,<=50K
30,Private,236377,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,28,1,40,United-States,<=50K
35,Private,187735,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,5,1,40,United-States,<=50K
21,Private,173833,Some-college,10,Never-married,Other-service,Own-child,White,Female,8,1,40,United-States,<=50K
33,Private,183178,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
31,Private,184462,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,18,0,40,United-States,<=50K
19,Private,187403,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,10,0,40,United-States,<=50K
29,Private,193692,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,1,40,United-States,<=50K
40,Private,162731,HS-grad,9,Married-civ-spouse,Sales,Not-in-family,White,Male,13,1,40,United-States,<=50K
36,Private,145942,Some-college,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1,40,United-States,<=50K
32,Private,124285,HS-grad,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,3,0,40,United-States,<=50K
34,Private,120511,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,32,0,40,United-States,<=50K
34,Private,86659,Bachelors,10,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,1,40,United-States,<=50K
47,Private,157965,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
44,Private,103782,Some-college,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
44,Private,78054,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,5,0,40,United-States,>50K
43,Private,121053,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1,40,United-States,<=50K
22,Private,205952,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,1,40,United-States,<=50K
37,Private,198787,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
31,Private,191643,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
25,Private,109768,Bachelors,10,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,17,0,40,United-States,<=50K
42,Private,127495,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,43,0,40,United-States,>50K
29,Private,200050,HS-grad,9,Married-civ-spouse,Sales,Not-in-family,White,Male,0,1,40,United-States,<=50K
23,Private,186561,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,31,0,40,United-States,<=50K
32,Private,150327,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,8,0,40,United-States,<=50K
40,Private,145492,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
47,Private,100858,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
18,Private,95620,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
24,Private,182541,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
30,Private,220135,HS-grad,10,Never-married,Adm-clerical,Not-in-family,White,Female,18,0,40,United-States,<=50K
42,Private,94522,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
36,Private,203680,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
40,Private,123847,HS-grad,9,Married-civ-spouse,Sales,Not-in-family,White,Male,38,0,40,United-States,<=50K
32,Private,157520,Bachelors,10,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,2,0,40,United-States,<=50K
32,Private,128025,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,3,0,40,United-States,<=50K
47,Private,70561,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
24,Private,214769,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,31,1,40,United-States,<=50K
36,Private,79032,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
39,Private,153225,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1,40,United-States,<=50K
26,Private,195386,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
21,Private,181943,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
33,Private,107728,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,10,0,40,United-States,<=50K
25,Private,178935,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,39,1,40,United-States,<=50K
21,Private,104341,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
33,Private,181477,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
32,Private,188356,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
47,Private,110893,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
35,Private,187970,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,25,0,40,United-States,<=50K
25,Private,176349,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,40,0,40,United-States,<=50K
32,Private,119610,HS-grad,10,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,8,1,40,United-States,<=50K
38,Private,79795,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,3,0,40,United-States,>50K
32,Private,181986,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
43,Private,166174,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1,40,United-States,<=50K
34,Private,196102,HS-grad,9,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
27,Private,64234,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
36,Private,96923,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4,0,40,United-States,<=50K
29,Private,172172,HS-grad,9,Married-civ-spouse,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
31,Private,173880,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,1,0,40,United-States,<=50K
21,Private,94002,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
17,Private,191006,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,12,0,40,United-States,<=50K
50,Private,178688,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,9,0,40,United-States,<=50K
27,Private,107306,Some-college,10,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,17,1,40,United-States,<=50K
42,Private,122248,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7,0,40,United-States,>50K
43,Private,118523,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
42,Private,96485,HS-grad,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,22,0,40,United-States,<=50K
34,Private,87661,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,22,0,40,United-States,<=50K
32,Private,161122,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
38,Private,173246,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,25,0,40,United-States,<=50K
34,Private,188041,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,16,0,40,United-States,<=50K
25,Private,49963,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,20,0,40,United-States,<=50K
26,Private,115257,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
33,Private,90200,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
22,Private,192491,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
31,Private,186361,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1,40,United-States,<=50K
24,Private,233467,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
44,Private,129886,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,1,0,40,United-States,<=50K
29,Private,206120,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
49,Private,91180,Some-college,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
29,Private,186428,HS-grad,9,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
18,Private,177074,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
44,Private,122873,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
29,Private,172356,Some-college,10,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,1,40,United-States,<=50K
41,Private,129206,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,30,0,40,United-States,<=50K
18,Private,108823,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
47,Private,95799,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,8,0,40,United-States,<=50K
