age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
57, Private,207498, Some-college,16, Never-married, ?, Not-in-family, Black, Female,-57,8,40, United-States, <=50K
52, Private,286239, HS-grad,9, Widowed, Tech-support, Unmarried, White, Female,6,6,43, United-States, <=50K
24, Private,255187, 11th,13, Never-married, Adm-clerical, Not-in-family, White, Female,-34,-4,40, United-States, <=50K
30, Private,-1603, HS-grad,3, Never-married, Prof-specialty, Wife, White, Male,213,7,40, United-States, <=50K
54, Private,58745, Some-college,9, Never-married, Adm-clerical, Own-child, White, Female,-4,3,40, United-States, <=50K
40, State-gov,152720, Bachelors,9, Married-spouse-absent, Prof-specialty, Husband, White, Male,18,-1,40, United-States, <=50K
25, Private,283455, 10th,10, Never-married, Adm-clerical, Not-in-family, Black, Female,-28,5,40, United-States, <=50K
48, Private,129901, Bachelors,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,10,-5,40, United-States, >50K
42, Private,280287, 10th,10, Divorced, ?, Own-child, White, Female,100,-8,40, United-States, <=50K
39, Private,72893, Some-college,9, Widowed, Other-service, Unmarried, White, Female,8,8,40, United-States, <=50K
36, Private,109765, Bachelors,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,-60,-8,68, United-States, >50K
22, Self-emp-not-inc,221612, Doctorate,9, Married-civ-spouse, Transport-moving, Husband, White, Male,150,3,49, United-States, >50K
37, Private,181210, 12th,4, Married-civ-spouse, Sales, Husband, White, Male,5,4,40, Italy, <=50K
43, Private,78495, Doctorate,10, Married-civ-spouse, Transport-moving, Husband, White, Male,13,-6,23, United-States, <=50K
50, Private,129509, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,14377,-4,60, United-States, >50K
30, State-gov,142138, 11th,10, Married-civ-spouse, Transport-moving, Husband, White, Male,13,0,40, United-States, <=50K
63, Federal-gov,59939, HS-grad,9, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,-7,6,55, Germany, <=50K
44, Private,291948, Some-college,9, Married-civ-spouse, Transport-moving, Husband, White, Male,-20,-1,40, United-States, <=50K
38, Private,62107, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,4,0,40, United-States, <=50K
44, Private,111683, Bachelors,15, Married-civ-spouse, Exec-managerial, Husband, White, Male,-3,-7,59, United-States, >50K
33, Self-emp-inc,218281, Masters,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,9021,-6,58, United-States, >50K
16, Private,49278, Some-college,9, Never-married, Protective-serv, Unmarried, White, Male,58,0,40, Puerto-Rico, <=50K
33, Private,213018, 10th,9, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,-61,3,40, United-States, <=50K
67, ?,223156, Some-college,9, Never-married, Adm-clerical, Own-child, White, Female,146,7,40, United-States, <=50K
28, Private,161727, Some-college,13, Married-civ-spouse, Sales, Other-relative, White, Male,-79,-4,40, United-States, <=50K
28, Private,248449, HS-grad,10, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,-166,-10,40, United-States, <=50K
35, Private,169973, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,-30,-1,56, United-States, <=50K
41, Private,118066, Bachelors,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,7835,-4,49, United-States, >50K
54, Self-emp-not-inc,149712, Assoc-acdm,11, Never-married, ?, Wife, Black, Female,-139,-5,40, ?, <=50K
57, Private,173164, HS-grad,10, Married-civ-spouse, ?, Wife, White, Female,-51,-2,23, United-States, <=50K
32, Self-emp-inc,128904, Some-college,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,7181,-3,60, United-States, >50K
35, Private,231154, Some-college,10, Married-civ-spouse, ?, Unmarried, White, Female,75,-7,40, United-States, <=50K
36, Self-emp-inc,234320, Bachelors,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,124,1725,57, United-States, >50K
23, Private,240721, 11th,10, Never-married, Sales, Not-in-family, White, Female,-36,-8,40, United-States, <=50K
36, Private,59037, Some-college,10, Widowed, Adm-clerical, Not-in-family, White, Male,148,8,40, United-States, <=50K
27, Private,94382, Bachelors,15, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,4671,-1,40, United-States, >50K
28, Private,59727, Some-college,9, Divorced, ?, Not-in-family, Black, Female,-179,2,35, United-States, <=50K
37, Private,273441, Some-college,12, Never-married, Adm-clerical, Own-child, White, Female,6,1,29, Mexico, <=50K
34, Private,98348, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,92,0,32, United-States, <=50K
48, Private,251477, 11th,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,6,-2,40, United-States, <=50K
30, Private,156017, 11th,9, Never-married, Craft-repair, Other-relative, White, Male,-31,-4,44, United-States, <=50K
25, State-gov,148871, Some-college,16, Married-civ-spouse, Sales, Husband, White, Male,-24,-4,11, United-States, <=50K
33, Private,161776, 5th-6th,9, Married-civ-spouse, Adm-clerical, Wife, White, Male,86,-5,40, United-States, <=50K
25, ?,246219, Some-college,14, Never-married, Adm-clerical, Own-child, Black, Female,5,2,40, United-States, <=50K
31, Private,151304, Bachelors,9, Married-spouse-absent, ?, Not-in-family, White, Female,65,0,40, United-States, <=50K
46, State-gov,84855, HS-grad,10, Married-civ-spouse, Craft-repair, Wife, White, Male,197,-1,40, India, <=50K
37, Private,143776, HS-grad,15, Divorced, Adm-clerical, Unmarried, White, Female,28,2,40, United-States, <=50K
26, Private,56618, Some-college,4, Never-married, Sales, Not-in-family, White, Male,26,11,40, United-States, <=50K
36, Private,339093, Bachelors,10, Married-civ-spouse, Other-service, Unmarried, White, Female,51,9,39, United-States, <=50K
38, Private,189358, Some-college,14, Married-civ-spouse, Protective-serv, Not-in-family, White, Female,-8,-2,45, United-States, <=50K
42, Private,347464, 11th,10, Never-married, ?, Wife, Asian-Pac-Islander, Female,-140,-2,40, ?, <=50K
55, Private,76445, HS-grad,6, Never-married, Craft-repair, Unmarried, White, Female,-12,10,40, Nicaragua, <=50K
59, Self-emp-not-inc,181995, Prof-school,11, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,-155,5,40, United-States, <=50K
38, Private,68551, 10th,4, Never-married, Machine-op-inspct, Own-child, White, Female,88,-9,40, United-States, <=50K
41, Self-emp-not-inc,15669, Doctorate,12, Married-civ-spouse, Transport-moving, Husband, White, Male,-32,-3,40, United-States, <=50K
48, Private,249571, HS-grad,10, Never-married, Adm-clerical, Not-in-family, Black, Female,18,3,40, United-States, <=50K
19, Private,552, 11th,9, Never-married, Machine-op-inspct, Own-child, White, Female,91,2,40, United-States, <=50K
46, Federal-gov,508179, 5th-6th,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,101,1984,44, United-States, <=50K
64, Private,128828, Bachelors,9, Married-civ-spouse, Transport-moving, Husband, White, Male,-22,-3,40, Mexico, >50K
37, ?,36293, HS-grad,9, Widowed, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,-28,13,10, United-States, <=50K
40, Private,148400, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,-109,5,40, United-States, <=50K
61, Private,110694, 11th,9, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,-119,-9,40, United-States, <=50K
27, Private,115569, HS-grad,10, Divorced, Adm-clerical, Husband, White, Female,90,4,39, United-States, <=50K
33, Self-emp-inc,189927, Bachelors,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,140,-5,50, United-States, >50K
38, Private,347688, Some-college,9, Never-married, Adm-clerical, Not-in-family, Black, Female,-115,2,40, United-States, <=50K
31, Private,126365, HS-grad,17, Married-civ-spouse, Farming-fishing, Wife, White, Male,201,3,40, United-States, <=50K
53, Private,119795, HS-grad,10, Widowed, Other-service, Not-in-family, White, Male,-9,13,41, United-States, <=50K
47, Private,89451, Some-college,12, Married-AF-spouse, Other-service, Not-in-family, Black, Male,26,8,50, United-States, <=50K
65, Private,65140, Some-college,9, Married-civ-spouse, Other-service, Not-in-family, White, Male,-49,1,40, Trinadad&Tobago, <=50K
46, ?,48235, Some-college,3, Divorced, ?, Wife, White, Female,29,4,40, United-States, <=50K
41, Private,328189, Bachelors,14, Never-married, Craft-repair, Not-in-family, White, Male,-79,6,39, United-States, <=50K
40, Private,213480, Bachelors,11, Married-spouse-absent, Sales, Wife, White, Female,-138,20,39, Taiwan, <=50K
26, Private,411129, 11th,4, Never-married, Adm-clerical, Unmarried, Black, Female,-116,2,24, United-States, <=50K
42, Private,194390, HS-grad,12, Married-civ-spouse, Sales, Not-in-family, White, Male,-14,2,39, United-States, <=50K
56, ?,107834, Some-college,9, Never-married, Adm-clerical, Wife, White, Female,29,3,40, United-States, <=50K
37, Private,52312, 11th,10, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,-66,6,20, United-States, <=50K
39, Private,38248, Some-college,9, Never-married, Adm-clerical, Not-in-family, White, Female,-59,4,40, United-States, <=50K
40, Private,212110, Bachelors,9, Married-civ-spouse, Sales, Husband, White, Male,144,-4,61, United-States, >50K
26, Private,233441, Prof-school,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,-34,3,58, Taiwan, <=50K
38, State-gov,369924, Assoc-acdm,11, Never-married, Farming-fishing, Unmarried, White, Female,-65,-5,20, ?, <=50K
31, Private,185710, 10th,10, Married-civ-spouse, Machine-op-inspct, Wife, Asian-Pac-Islander, Female,-50,3,40, England, <=50K
37, Private,199081, Some-college,10, Never-married, ?, Own-child, Black, Female,-97,3,40, United-States, <=50K
39, Self-emp-inc,113359, Masters,15, Married-civ-spouse, Exec-managerial, Husband, White, Male,4267,-7,59, United-States, >50K
32, Private,178073, HS-grad,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,16959,2,56, United-States, >50K
21, Private,208863, HS-grad,10, Never-married, Machine-op-inspct, Wife, White, Female,-39,2,40, United-States, <=50K
44, State-gov,168768, Doctorate,5, Married-civ-spouse, Sales, Wife, White, Male,2175,-3,71, India, <=50K
42, Private,50962, HS-grad,10, Never-married, Handlers-cleaners, Not-in-family, White, Female,-116,2,14, United-States, <=50K
34, Private,211129, Some-college,9, Never-married, Protective-serv, Not-in-family, Black, Male,-97,9,40, United-States, <=50K
49, Private,192547, Some-college,9, Never-married, Adm-clerical, Not-in-family, White, Female,-1,5,40, United-States, <=50K
35, Private,241806, Some-college,7, Never-married, Adm-clerical, Own-child, White, Female,-33,0,12, United-States, <=50K
42, Self-emp-inc,405625, Bachelors,9, Married-civ-spouse, ?, Husband, White, Male,6206,8,26, United-States, >50K
52, Private,56815, Some-college,13, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Female,43,-4,40, Ireland, <=50K
28, Private,28452, Some-college,14, Married-AF-spouse, Craft-repair, Husband, White, Female,108,3,40, United-States, <=50K
51, Self-emp-not-inc,133364, Doctorate,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,63,-5,60, United-States, >50K
46, Private,192108, HS-grad,5, Married-civ-spouse, Protective-serv, Wife, Black, Male,-76,7,40, United-States, <=50K
24, Self-emp-not-inc,151619, Bachelors,11, Married-civ-spouse, Transport-moving, Husband, White, Male,10,-2,48, United-States, >50K
37, Private,182477, Some-college,11, Divorced, ?, Not-in-family, White, Female,-36,2,40, United-States, <=50K
27, Self-emp-not-inc,27144, Assoc-acdm,14, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,14,9,40, Cuba, <=50K
41, Private,5242, Assoc-voc,9, Divorced, Prof-specialty, Not-in-family, White, Male,186,6,58, United-States, <=50K
35, Private,28997, HS-grad,12, Married-civ-spouse, Transport-moving, Wife, White, Female,82,-1,44, India, <=50K
28, Private,167671, Some-college,11, Never-married, Adm-clerical, Not-in-family, White, Female,-35,9,40, United-States, <=50K
57, Private,192623, HS-grad,7, Married-civ-spouse, Other-service, Not-in-family, White, Male,-42,14,30, United-States, <=50K
31, Private,100806, HS-grad,11, Never-married, Sales, Unmarried, White, Female,-57,5,40, United-States, <=50K
41, Private,117472, Bachelors,4, Married-civ-spouse, Exec-managerial, Husband, White, Male,4264,2,40, United-States, >50K
67, Private,216399, HS-grad,12, Married-civ-spouse, Tech-support, Not-in-family, White, Female,70,8,40, Jamaica, <=50K
34, ?,8515, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,68,9,40, United-States, <=50K
32, Local-gov,536415, Bachelors,9, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,-314,4,40, El-Salvador, <=50K
54, Private,343169, Bachelors,9, Married-civ-spouse, Tech-support, Not-in-family, White, Male,70,-4,40, United-States, <=50K
38, Private,227741, HS-grad,10, Divorced, ?, Not-in-family, White, Female,12,2100,40, United-States, <=50K
43, Private,261918, 10th,11, Widowed, Adm-clerical, Unmarried, White, Male,77,-8,42, United-States, <=50K
30, Federal-gov,82077, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,-22,7,40, United-States, >50K
38, Private,115428, Assoc-voc,10, Married-civ-spouse, Protective-serv, Husband, White, Male,-29,10,43, Puerto-Rico, <=50K
25, ?,95983, Bachelors,9, Never-married, Adm-clerical, Unmarried, White, Male,-30,13,40, United-States, <=50K
40, Private,554583, HS-grad,10, Married-civ-spouse, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,-51,2,40, United-States, <=50K
50, Private,138642, HS-grad,14, Never-married, Adm-clerical, Unmarried, White, Female,-113,-2,40, United-States, <=50K
29, Private,273387, 10th,14, Married-spouse-absent, Prof-specialty, Own-child, Asian-Pac-Islander, Female,-14,6,40, United-States, <=50K
39, Private,219901, Bachelors,10, Never-married, Protective-serv, Unmarried, White, Female,41,-2,45, United-States, <=50K
38, Private,128155, Prof-school,5, Never-married, ?, Own-child, White, Female,51,2,40, United-States, <=50K
36, Private,312453, Some-college,10, Never-married, ?, Not-in-family, White, Female,-60,4,40, United-States, <=50K
44, Private,201557, 11th,9, Divorced, Sales, Husband, Asian-Pac-Islander, Female,39,11,40, United-States, <=50K
34, Private,115079, Assoc-acdm,10, Married-spouse-absent, Sales, Not-in-family, Black, Female,11,9,40, United-States, <=50K
29, Federal-gov,144197, Assoc-acdm,12, Never-married, Protective-serv, Husband, White, Male,810,2150,54, Puerto-Rico, >50K
38, Self-emp-inc,179190, Bachelors,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,119,-3,59, United-States, >50K
50, Private,65056, HS-grad,10, Never-married, Craft-repair, Husband, White, Male,45,12,40, Nicaragua, <=50K
35, Private,243756, Bachelors,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,13761,-5,40, United-States, >50K
26, Private,356293, Some-college,3, Never-married, ?, Not-in-family, White, Female,-26,4,40, United-States, <=50K
36, Private,191352, HS-grad,10, Widowed, Other-service, Unmarried, White, Male,52,10,39, United-States, <=50K
35, Federal-gov,210108, 5th-6th,10, Divorced, Adm-clerical, Other-relative, White, Female,24,2,40, United-States, <=50K
40, Private,256692, Some-college,9, Never-married, Adm-clerical, Not-in-family, White, Female,-68,4,40, United-States, <=50K
53, Local-gov,149129, HS-grad,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,-133,2,40, United-States, >50K
33, Private,88243, 10th,7, Married-civ-spouse, Sales, Husband, White, Male,-16,6,52, United-States, <=50K
47, Federal-gov,148763, Some-college,13, Married-civ-spouse, Transport-moving, Wife, White, Male,-68,5,53, United-States, <=50K
50, Private,240731, Some-college,9, Divorced, Tech-support, Unmarried, White, Female,13,5,40, United-States, <=50K
36, Self-emp-inc,174667, Some-college,10, Married-spouse-absent, ?, Not-in-family, White, Female,-23,-5,40, Guatemala, <=50K
32, Private,38011, 10th,9, Never-married, Protective-serv, Not-in-family, Black, Male,-60,11,15, United-States, <=50K
40, Private,105495, 7th-8th,7, Never-married, Adm-clerical, Wife, White, Female,97,4,40, United-States, <=50K
46, Private,170229, Bachelors,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,-16,-2,58, United-States, >50K
44, Private,217870, Assoc-acdm,3, Separated, ?, Wife, White, Female,46,-6,40, United-States, <=50K
31, Local-gov,126814, Prof-school,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,6713,-3,50, United-States, <=50K
56, Private,133224, Prof-school,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-29,-11,40, United-States, <=50K
30, Private,212340, Masters,10, Married-civ-spouse, Craft-repair, Own-child, White, Female,-165,-3,39, United-States, <=50K
70, Private,121212, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,-127,5,45, United-States, <=50K
40, Private,192192, 5th-6th,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,100,-3,45, United-States, <=50K
38, Private,298386, Some-college,9, Never-married, Other-service, Not-in-family, Black, Female,-47,3,40, United-States, <=50K
39, Private,220728, Bachelors,10, Married-civ-spouse, ?, Husband, White, Male,8007,-4,60, United-States, >50K
29, Private,388436, HS-grad,10, Never-married, ?, Not-in-family, White, Female,-119,2,40, United-States, <=50K
39, Private,195403, Some-college,9, Never-married, Machine-op-inspct, Not-in-family, White, Female,-54,12,40, United-States, <=50K
41, Private,130108, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,11,-3,40, Trinadad&Tobago, <=50K
26, Private,41953, HS-grad,6, Never-married, Adm-clerical, Not-in-family, White, Female,-22,0,24, United-States, <=50K
42, Local-gov,171884, Masters,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,143,-5,62, Italy, >50K
32, Self-emp-inc,125110, Bachelors,14, Married-civ-spouse, Craft-repair, Husband, White, Male,105,-3,58, United-States, >50K
30, Private,278578, HS-grad,10, Divorced, Farming-fishing, Not-in-family, White, Female,79,-3,40, United-States, <=50K
31, ?,144366, HS-grad,10, Divorced, Transport-moving, Unmarried, White, Female,-13,15,40, United-States, <=50K
26, Private,173996, 7th-8th,10, Divorced, ?, Wife, White, Female,-135,-4,40, Mexico, <=50K
26, Private,133147, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Female,7,10,40, United-States, <=50K
45, Private,185559, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,-110,-6,59, United-States, >50K
28, Private,48745, Some-college,10, Divorced, Adm-clerical, Not-in-family, Black, Female,-104,3,40, United-States, <=50K
41, Private,149040, Prof-school,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,52,-2,50, United-States, >50K
47, Self-emp-not-inc,92248, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,6058,1678,40, United-States, <=50K
21, Private,211036, Masters,10, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,-141,-3,11, United-States, <=50K
44, Private,114202, Some-college,10, Separated, Farming-fishing, Wife, White, Male,102,-8,51, United-States, <=50K
36, Private,151772, HS-grad,15, Married-civ-spouse, Transport-moving, Husband, White, Male,2400,-13,40, United-States, <=50K
19, Private,65859, 11th,10, Never-married, Craft-repair, Own-child, White, Female,88,0,40, United-States, <=50K
35, Private,203539, Some-college,9, Never-married, Adm-clerical, Other-relative, White, Female,-51,0,40, Hong, <=50K
45, Federal-gov,302986, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,-24,9,40, Poland, >50K
46, Private,-48, Some-college,10, Never-married, ?, Own-child, White, Female,119,1,40, United-States, <=50K
44, Private,181617, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,9367,-5,59, Mexico, >50K
41, Private,8524, Assoc-acdm,4, Widowed, Sales, Not-in-family, White, Female,10,10,40, United-States, <=50K
39, Private,130210, 10th,9, Separated, Sales, Own-child, White, Female,39,-7,41, United-States, <=50K
57, State-gov,251844, 1st-4th,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,-15,-4,40, United-States, >50K
44, Private,115169, HS-grad,11, Divorced, Adm-clerical, Other-relative, White, Male,-70,3,40, United-States, <=50K
31, Self-emp-inc,244201, Bachelors,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,5352,0,57, United-States, >50K
39, Private,34815, Assoc-acdm,2, Married-civ-spouse, ?, Not-in-family, White, Male,-141,8,43, Taiwan, <=50K
30, Private,130158, 10th,12, Never-married, Adm-clerical, Other-relative, Amer-Indian-Eskimo, Female,-57,1,67, Philippines, <=50K
37, Private,65770, 11th,9, Never-married, Adm-clerical, Unmarried, White, Male,67,2,55, United-States, <=50K
33, Private,75164, 5th-6th,16, Never-married, Adm-clerical, Other-relative, White, Male,27,3,40, United-States, <=50K
68, Private,157942, 9th,10, Never-married, Adm-clerical, Not-in-family, Black, Female,-250,14,40, Poland, <=50K
34, Private,118911, Assoc-voc,10, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,-61,6,40, United-States, <=50K
25, Private,267151, 10th,10, Married-civ-spouse, Other-service, Wife, Other, Male,-86,-7,40, United-States, <=50K
45, Self-emp-inc,145079, Bachelors,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,5782,2065,40, United-States, >50K
